0.0000	0.1143	0.9134	0.2032	0.8504
0.0100	0.1823	0.8725	0.3016	0.9156
0.0200	0.2371	0.8461	0.3704	0.9399
0.0300	0.2630	0.8334	0.3998	0.9477
0.0400	0.2939	0.8168	0.4323	0.9552
0.0500	0.3112	0.8069	0.4492	0.9586
0.0600	0.3338	0.7929	0.4698	0.9626
0.0700	0.3469	0.7840	0.4810	0.9646
0.0800	0.3649	0.7717	0.4955	0.9672
0.0900	0.3759	0.7639	0.5038	0.9686
0.1000	0.3913	0.7528	0.5149	0.9704
0.1100	0.4054	0.7419	0.5243	0.9719
0.1200	0.4143	0.7351	0.5299	0.9727
0.1300	0.4268	0.7247	0.5373	0.9739
0.1400	0.4348	0.7183	0.5417	0.9746
0.1500	0.4462	0.7086	0.5476	0.9755
0.1600	0.4535	0.7021	0.5511	0.9761
0.1700	0.4640	0.6926	0.5557	0.9769
0.1800	0.4708	0.6864	0.5585	0.9773
0.1900	0.4807	0.6773	0.5623	0.9780
0.2000	0.4902	0.6682	0.5655	0.9785
0.2100	0.4963	0.6623	0.5674	0.9789
0.2200	0.5054	0.6534	0.5699	0.9794
0.2300	0.5112	0.6475	0.5713	0.9797
0.2400	0.5198	0.6387	0.5732	0.9801
0.2500	0.5254	0.6330	0.5742	0.9804
0.2600	0.5338	0.6243	0.5755	0.9808
0.2700	0.5393	0.6187	0.5763	0.9810
0.2800	0.5475	0.6097	0.5769	0.9813
0.2900	0.5529	0.6037	0.5772	0.9815
0.3000	0.5608	0.5949	0.5773	0.9818
0.3100	0.5679	0.5859	0.5768	0.9820
0.3200	0.5728	0.5798	0.5763	0.9822
0.3300	0.5803	0.5709	0.5756	0.9824
0.3400	0.5852	0.5651	0.5749	0.9825
0.3500	0.5929	0.5563	0.5740	0.9827
0.3600	0.5978	0.5501	0.5729	0.9829
0.3700	0.6051	0.5410	0.5712	0.9830
0.3800	0.6100	0.5348	0.5699	0.9831
0.3900	0.6172	0.5258	0.5679	0.9833
0.4000	0.6245	0.5167	0.5655	0.9834
0.4100	0.6295	0.5106	0.5639	0.9835
0.4200	0.6367	0.5013	0.5609	0.9836
0.4300	0.6412	0.4949	0.5586	0.9837
0.4400	0.6481	0.4851	0.5549	0.9837
0.4500	0.6527	0.4786	0.5522	0.9838
0.4600	0.6598	0.4684	0.5479	0.9838
0.4700	0.6645	0.4616	0.5448	0.9839
0.4800	0.6716	0.4516	0.5400	0.9839
0.4900	0.6763	0.4446	0.5365	0.9839
0.5000	0.6837	0.4343	0.5312	0.9840
0.5100	0.6908	0.4236	0.5252	0.9840
0.5200	0.6956	0.4163	0.5209	0.9840
0.5300	0.7030	0.4055	0.5143	0.9840
0.5400	0.7078	0.3978	0.5093	0.9840
0.5500	0.7158	0.3864	0.5019	0.9840
0.5600	0.7203	0.3785	0.4963	0.9839
0.5700	0.7276	0.3665	0.4874	0.9839
0.5800	0.7326	0.3584	0.4813	0.9839
0.5900	0.7402	0.3462	0.4717	0.9838
0.6000	0.7478	0.3337	0.4614	0.9837
0.6100	0.7529	0.3250	0.4540	0.9837
0.6200	0.7609	0.3119	0.4424	0.9836
0.6300	0.7663	0.3033	0.4346	0.9835
0.6400	0.7739	0.2900	0.4220	0.9834
0.6500	0.7790	0.2812	0.4133	0.9833
0.6600	0.7874	0.2677	0.3996	0.9832
0.6700	0.7928	0.2584	0.3898	0.9831
0.6800	0.8009	0.2443	0.3744	0.9829
0.6900	0.8063	0.2347	0.3636	0.9828
0.7000	0.8151	0.2203	0.3469	0.9827
0.7100	0.8236	0.2060	0.3295	0.9825
0.7200	0.8297	0.1961	0.3172	0.9824
0.7300	0.8381	0.1811	0.2979	0.9822
0.7400	0.8435	0.1709	0.2842	0.9820
0.7500	0.8503	0.1555	0.2630	0.9818
0.7600	0.8561	0.1454	0.2486	0.9816
0.7700	0.8654	0.1305	0.2268	0.9814
0.7800	0.8715	0.1204	0.2116	0.9812
0.7900	0.8808	0.1061	0.1894	0.9810
0.8000	0.8879	0.0915	0.1660	0.9808
0.8100	0.8926	0.0822	0.1505	0.9806
0.8200	0.8997	0.0688	0.1279	0.9804
0.8300	0.9029	0.0603	0.1131	0.9802
0.8400	0.9077	0.0486	0.0923	0.9800
0.8500	0.9106	0.0413	0.0791	0.9799
0.8600	0.9132	0.0312	0.0604	0.9797
0.8700	0.9182	0.0255	0.0496	0.9796
0.8800	0.9230	0.0180	0.0353	0.9794
0.8900	0.9221	0.0137	0.0269	0.9794
0.9000	0.9282	0.0085	0.0169	0.9793
0.9100	0.9312	0.0050	0.0099	0.9792
0.9200	0.9311	0.0033	0.0065	0.9792
0.9300	0.9342	0.0016	0.0031	0.9791
0.9400	0.9404	0.0009	0.0018	0.9791
0.9500	0.9773	0.0003	0.0005	0.9791
0.9600	0.9730	0.0001	0.0002	0.9791
0.9700	1.0000	0.0000	0.0000	0.9791
0.9800	1.0000	0.0000	0.0000	0.9791
0.9900	1.0000	0.0000	0.0000	0.9791
