0.5500	0.7299	0.3980	0.5151	0.9882	50024.0000	18511.0000	75653.0000	7843012.0000
0.5600	0.7352	0.3911	0.5106	0.9882	49152.0000	17707.0000	76525.0000	7843816.0000
0.5700	0.7426	0.3805	0.5031	0.9882	47814.0000	16574.0000	77863.0000	7844949.0000
0.5800	0.7477	0.3734	0.4980	0.9882	46925.0000	15835.0000	78752.0000	7845688.0000
0.5900	0.7551	0.3629	0.4902	0.9881	45604.0000	14790.0000	80073.0000	7846733.0000
0.6000	0.7623	0.3519	0.4815	0.9881	44225.0000	13790.0000	81452.0000	7847733.0000
0.6100	0.7676	0.3444	0.4755	0.9880	43280.0000	13102.0000	82397.0000	7848421.0000
0.6200	0.7744	0.3330	0.4657	0.9880	41845.0000	12188.0000	83832.0000	7849335.0000
0.6300	0.7785	0.3252	0.4587	0.9879	40868.0000	11627.0000	84809.0000	7849896.0000
0.6400	0.7860	0.3135	0.4482	0.9879	39396.0000	10725.0000	86281.0000	7850798.0000
0.6500	0.7914	0.3057	0.4410	0.9878	38420.0000	10125.0000	87257.0000	7851398.0000
0.6600	0.7990	0.2939	0.4297	0.9877	36934.0000	9290.0000	88743.0000	7852233.0000
0.6700	0.8042	0.2861	0.4221	0.9877	35961.0000	8756.0000	89716.0000	7852767.0000
0.6800	0.8115	0.2743	0.4100	0.9876	34468.0000	8005.0000	91209.0000	7853518.0000
0.6900	0.8166	0.2662	0.4015	0.9875	33450.0000	7514.0000	92227.0000	7854009.0000
0.7000	0.8239	0.2541	0.3885	0.9874	31940.0000	6827.0000	93737.0000	7854696.0000
0.7100	0.8310	0.2421	0.3750	0.9873	30430.0000	6189.0000	95247.0000	7855334.0000
0.7200	0.8361	0.2336	0.3652	0.9872	29358.0000	5753.0000	96319.0000	7855770.0000
0.7300	0.8441	0.2205	0.3496	0.9871	27708.0000	5118.0000	97969.0000	7856405.0000
0.7400	0.8501	0.2121	0.3395	0.9870	26657.0000	4700.0000	99020.0000	7856823.0000
0.7500	0.8562	0.1991	0.3231	0.9869	25026.0000	4202.0000	100651.0000	7857321.0000
0.7600	0.8614	0.1904	0.3118	0.9868	23926.0000	3849.0000	101751.0000	7857674.0000
0.7700	0.8679	0.1774	0.2945	0.9866	22289.0000	3392.0000	103388.0000	7858131.0000
0.7800	0.8733	0.1689	0.2831	0.9865	21231.0000	3080.0000	104446.0000	7858443.0000
0.7900	0.8829	0.1556	0.2646	0.9864	19560.0000	2595.0000	106117.0000	7858928.0000
0.8000	0.8914	0.1425	0.2457	0.9862	17906.0000	2181.0000	107771.0000	7859342.0000
0.8100	0.8954	0.1340	0.2330	0.9861	16835.0000	1967.0000	108842.0000	7859556.0000
0.8200	0.9039	0.1214	0.2140	0.9860	15252.0000	1621.0000	110425.0000	7859902.0000
0.8300	0.9098	0.1129	0.2008	0.9859	14186.0000	1407.0000	111491.0000	7860116.0000
0.8400	0.9158	0.0997	0.1797	0.9857	12524.0000	1152.0000	113153.0000	7860371.0000
0.8500	0.9221	0.0913	0.1662	0.9856	11476.0000	970.0000	114201.0000	7860553.0000
0.8600	0.9290	0.0789	0.1455	0.9854	9920.0000	758.0000	115757.0000	7860765.0000
0.8700	0.9333	0.0713	0.1325	0.9853	8963.0000	641.0000	116714.0000	7860882.0000
0.8800	0.9423	0.0603	0.1133	0.9852	7578.0000	464.0000	118099.0000	7861059.0000
0.8900	0.9470	0.0529	0.1002	0.9851	6649.0000	372.0000	119028.0000	7861151.0000
0.9000	0.9520	0.0424	0.0812	0.9849	5333.0000	269.0000	120344.0000	7861254.0000
0.9100	0.9625	0.0329	0.0636	0.9848	4132.0000	161.0000	121545.0000	7861362.0000
0.9200	0.9670	0.0273	0.0531	0.9847	3429.0000	117.0000	122248.0000	7861406.0000
0.9300	0.9775	0.0193	0.0379	0.9846	2429.0000	56.0000	123248.0000	7861467.0000
0.9400	0.9852	0.0148	0.0292	0.9845	1863.0000	28.0000	123814.0000	7861495.0000
0.9500	0.9910	0.0087	0.0173	0.9844	1095.0000	10.0000	124582.0000	7861513.0000
0.9600	0.9929	0.0056	0.0111	0.9844	704.0000	5.0000	124973.0000	7861518.0000
0.9700	0.9964	0.0022	0.0044	0.9843	277.0000	1.0000	125400.0000	7861522.0000
0.9800	1.0000	0.0005	0.0010	0.9843	66.0000	0.0000	125611.0000	7861523.0000
0.9900	1.0000	0.0000	0.0000	0.9843	0.0000	0.0000	125677.0000	7861523.0000
