0.0000	0.1374	0.8487	0.2365	0.9138
0.0100	0.2074	0.7957	0.3290	0.9489
0.0200	0.2534	0.7609	0.3801	0.9610
0.0300	0.2722	0.7450	0.3987	0.9646
0.0400	0.2946	0.7253	0.4190	0.9683
0.0500	0.3071	0.7141	0.4295	0.9702
0.0600	0.3231	0.6974	0.4416	0.9722
0.0700	0.3327	0.6872	0.4484	0.9734
0.0800	0.3460	0.6733	0.4571	0.9748
0.0900	0.3543	0.6641	0.4621	0.9757
0.1000	0.3662	0.6512	0.4687	0.9768
0.1100	0.3770	0.6386	0.4741	0.9777
0.1200	0.3838	0.6304	0.4771	0.9783
0.1300	0.3935	0.6179	0.4808	0.9790
0.1400	0.3997	0.6096	0.4828	0.9794
0.1500	0.4089	0.5977	0.4856	0.9801
0.1600	0.4148	0.5897	0.4870	0.9805
0.1700	0.4227	0.5774	0.4881	0.9809
0.1800	0.4281	0.5697	0.4889	0.9813
0.1900	0.4363	0.5580	0.4897	0.9817
0.2000	0.4436	0.5454	0.4892	0.9821
0.2100	0.4482	0.5374	0.4888	0.9823
0.2200	0.4549	0.5247	0.4873	0.9826
0.2300	0.4593	0.5166	0.4863	0.9828
0.2400	0.4653	0.5039	0.4838	0.9831
0.2500	0.4693	0.4959	0.4823	0.9832
0.2600	0.4753	0.4835	0.4794	0.9835
0.2700	0.4794	0.4759	0.4776	0.9836
0.2800	0.4854	0.4642	0.4745	0.9838
0.2900	0.4893	0.4565	0.4723	0.9840
0.3000	0.4948	0.4445	0.4683	0.9841
0.3100	0.5000	0.4325	0.4638	0.9843
0.3200	0.5037	0.4251	0.4611	0.9844
0.3300	0.5095	0.4139	0.4567	0.9845
0.3400	0.5131	0.4063	0.4535	0.9846
0.3500	0.5188	0.3952	0.4486	0.9847
0.3600	0.5223	0.3879	0.4452	0.9848
0.3700	0.5275	0.3767	0.4395	0.9849
0.3800	0.5308	0.3696	0.4357	0.9849
0.3900	0.5361	0.3591	0.4301	0.9850
0.4000	0.5408	0.3482	0.4236	0.9851
0.4100	0.5442	0.3409	0.4192	0.9851
0.4200	0.5491	0.3298	0.4121	0.9852
0.4300	0.5523	0.3230	0.4076	0.9852
0.4400	0.5565	0.3125	0.4003	0.9853
0.4500	0.5599	0.3060	0.3957	0.9853
0.4600	0.5642	0.2955	0.3878	0.9853
0.4700	0.5671	0.2885	0.3825	0.9853
0.4800	0.5720	0.2784	0.3745	0.9854
0.4900	0.5751	0.2716	0.3690	0.9854
0.5000	0.5800	0.2615	0.3605	0.9854
0.5100	0.5840	0.2513	0.3514	0.9854
0.5200	0.5867	0.2446	0.3452	0.9854
0.5300	0.5910	0.2343	0.3356	0.9854
0.5400	0.5945	0.2279	0.3295	0.9854
0.5500	0.5994	0.2189	0.3207	0.9854
0.5600	0.6024	0.2127	0.3144	0.9854
0.5700	0.6066	0.2032	0.3044	0.9854
0.5800	0.6096	0.1971	0.2979	0.9854
0.5900	0.6149	0.1883	0.2883	0.9854
0.6000	0.6194	0.1796	0.2785	0.9854
0.6100	0.6226	0.1738	0.2718	0.9853
0.6200	0.6274	0.1649	0.2612	0.9853
0.6300	0.6298	0.1588	0.2536	0.9853
0.6400	0.6355	0.1504	0.2432	0.9853
0.6500	0.6393	0.1449	0.2362	0.9853
0.6600	0.6446	0.1366	0.2254	0.9852
0.6700	0.6476	0.1310	0.2179	0.9852
0.6800	0.6539	0.1228	0.2067	0.9852
0.6900	0.6592	0.1177	0.1998	0.9852
0.7000	0.6659	0.1100	0.1887	0.9851
0.7100	0.6726	0.1026	0.1780	0.9851
0.7200	0.6763	0.0976	0.1705	0.9851
0.7300	0.6835	0.0904	0.1597	0.9850
0.7400	0.6876	0.0860	0.1529	0.9850
0.7500	0.6945	0.0789	0.1417	0.9850
0.7600	0.7007	0.0747	0.1350	0.9849
0.7700	0.7062	0.0676	0.1234	0.9849
0.7800	0.7095	0.0632	0.1161	0.9849
0.7900	0.7188	0.0574	0.1063	0.9848
0.8000	0.7280	0.0516	0.0963	0.9848
0.8100	0.7335	0.0479	0.0900	0.9847
0.8200	0.7409	0.0422	0.0799	0.9847
0.8300	0.7479	0.0390	0.0741	0.9847
0.8400	0.7522	0.0338	0.0647	0.9846
0.8500	0.7584	0.0308	0.0592	0.9846
0.8600	0.7687	0.0264	0.0510	0.9846
0.8700	0.7788	0.0237	0.0461	0.9845
0.8800	0.7876	0.0198	0.0387	0.9845
0.8900	0.7934	0.0174	0.0340	0.9845
0.9000	0.8019	0.0143	0.0282	0.9844
0.9100	0.8166	0.0117	0.0231	0.9844
0.9200	0.8300	0.0099	0.0197	0.9844
0.9300	0.8413	0.0076	0.0150	0.9844
0.9400	0.8508	0.0060	0.0119	0.9843
0.9500	0.8641	0.0042	0.0085	0.9843
0.9600	0.8701	0.0032	0.0064	0.9843
0.9700	0.8893	0.0019	0.0037	0.9843
0.9800	0.9032	0.0011	0.0022	0.9843
0.9900	0.9423	0.0004	0.0008	0.9843
