0.0000	0.0495	0.9536	0.0941	0.6628
0.0100	0.1065	0.9047	0.1906	0.8589
0.0200	0.1620	0.8622	0.2727	0.9156
0.0300	0.1902	0.8400	0.3102	0.9314
0.0400	0.2253	0.8125	0.3528	0.9453
0.0500	0.2452	0.7967	0.3750	0.9512
0.0600	0.2718	0.7756	0.4025	0.9577
0.0700	0.2876	0.7626	0.4177	0.9609
0.0800	0.3095	0.7446	0.4372	0.9648
0.0900	0.3230	0.7337	0.4485	0.9669
0.1000	0.3413	0.7179	0.4626	0.9694
0.1100	0.3581	0.7032	0.4746	0.9714
0.1200	0.3687	0.6936	0.4814	0.9726
0.1300	0.3839	0.6802	0.4908	0.9741
0.1400	0.3934	0.6714	0.4961	0.9750
0.1500	0.4069	0.6591	0.5032	0.9761
0.1600	0.4154	0.6507	0.5071	0.9768
0.1700	0.4277	0.6387	0.5123	0.9777
0.1800	0.4357	0.6308	0.5154	0.9782
0.1900	0.4469	0.6191	0.5191	0.9789
0.2000	0.4580	0.6080	0.5225	0.9796
0.2100	0.4654	0.6002	0.5243	0.9800
0.2200	0.4754	0.5892	0.5262	0.9805
0.2300	0.4822	0.5821	0.5275	0.9808
0.2400	0.4922	0.5709	0.5286	0.9813
0.2500	0.4989	0.5642	0.5295	0.9816
0.2600	0.5082	0.5540	0.5301	0.9820
0.2700	0.5143	0.5469	0.5301	0.9822
0.2800	0.5234	0.5366	0.5299	0.9825
0.2900	0.5292	0.5298	0.5295	0.9827
0.3000	0.5382	0.5199	0.5289	0.9830
0.3100	0.5468	0.5097	0.5276	0.9832
0.3200	0.5526	0.5029	0.5266	0.9834
0.3300	0.5614	0.4935	0.5253	0.9836
0.3400	0.5669	0.4868	0.5238	0.9837
0.3500	0.5750	0.4774	0.5216	0.9839
0.3600	0.5810	0.4712	0.5203	0.9840
0.3700	0.5893	0.4617	0.5178	0.9842
0.3800	0.5943	0.4551	0.5155	0.9843
0.3900	0.6018	0.4455	0.5120	0.9844
0.4000	0.6099	0.4357	0.5083	0.9845
0.4100	0.6152	0.4294	0.5058	0.9846
0.4200	0.6220	0.4195	0.5011	0.9847
0.4300	0.6268	0.4129	0.4978	0.9847
0.4400	0.6350	0.4033	0.4933	0.9848
0.4500	0.6401	0.3969	0.4900	0.9848
0.4600	0.6476	0.3869	0.4844	0.9849
0.4700	0.6523	0.3801	0.4803	0.9849
0.4800	0.6591	0.3701	0.4740	0.9849
0.4900	0.6637	0.3632	0.4695	0.9849
0.5000	0.6713	0.3529	0.4626	0.9849
0.5100	0.6789	0.3422	0.4550	0.9849
0.5200	0.6834	0.3352	0.4498	0.9849
0.5300	0.6909	0.3248	0.4419	0.9849
0.5400	0.6957	0.3177	0.4362	0.9849
0.5500	0.7031	0.3073	0.4277	0.9849
0.5600	0.7079	0.3004	0.4218	0.9849
0.5700	0.7148	0.2890	0.4116	0.9848
0.5800	0.7195	0.2818	0.4050	0.9848
0.5900	0.7266	0.2707	0.3945	0.9847
0.6000	0.7340	0.2595	0.3835	0.9847
0.6100	0.7389	0.2521	0.3760	0.9846
0.6200	0.7467	0.2414	0.3648	0.9846
0.6300	0.7518	0.2338	0.3567	0.9845
0.6400	0.7587	0.2221	0.3436	0.9844
0.6500	0.7637	0.2143	0.3347	0.9844
0.6600	0.7711	0.2028	0.3211	0.9843
0.6700	0.7768	0.1948	0.3115	0.9842
0.6800	0.7845	0.1828	0.2965	0.9841
0.6900	0.7887	0.1745	0.2857	0.9840
0.7000	0.7950	0.1620	0.2692	0.9838
0.7100	0.8019	0.1499	0.2525	0.9837
0.7200	0.8071	0.1416	0.2409	0.9836
0.7300	0.8135	0.1294	0.2234	0.9835
0.7400	0.8197	0.1213	0.2114	0.9834
0.7500	0.8262	0.1091	0.1927	0.9832
0.7600	0.8308	0.1009	0.1799	0.9831
0.7700	0.8358	0.0887	0.1603	0.9829
0.7800	0.8392	0.0806	0.1471	0.9828
0.7900	0.8460	0.0690	0.1277	0.9827
0.8000	0.8533	0.0583	0.1091	0.9825
0.8100	0.8587	0.0514	0.0970	0.9824
0.8200	0.8662	0.0417	0.0796	0.9823
0.8300	0.8728	0.0358	0.0688	0.9822
0.8400	0.8754	0.0272	0.0528	0.9821
0.8500	0.8800	0.0223	0.0434	0.9820
0.8600	0.8909	0.0159	0.0313	0.9819
0.8700	0.8905	0.0122	0.0240	0.9818
0.8800	0.8966	0.0078	0.0155	0.9818
0.8900	0.8983	0.0055	0.0109	0.9817
0.9000	0.9217	0.0029	0.0058	0.9817
0.9100	0.9532	0.0013	0.0026	0.9817
0.9200	0.9737	0.0007	0.0014	0.9816
0.9300	0.9615	0.0002	0.0005	0.9816
0.9400	0.9091	0.0001	0.0002	0.9816
0.9500	0.5000	0.0000	0.0000	0.9816
0.9600	0.5000	0.0000	0.0000	0.9816
0.9700	0.6667	0.0000	0.0000	0.9816
0.9800	0.6667	0.0000	0.0000	0.9816
0.9900	0.5000	0.0000	0.0000	0.9816
